output_id,blind_model,prompt_id,prompt_category,length_condition,iteration,timestamp,is_success,is_refusal_like,is_truncated_400ish,word_count,sentence_count_heuristic,line_count_nonempty,stanza_count_heuristic,constraint_compliant_heuristic,first_word,first_bigram,person_heuristic,tense_heuristic,dominant_setting_heuristic,setting_labels_heuristic,dominant_mood_heuristic,mood_labels_heuristic,dominant_plot_arc_heuristic,plot_arc_labels_heuristic,dominant_imagery_heuristic,imagery_labels_heuristic,poetic_mode_heuristic,ending_valence_heuristic,formulaicness_score_heuristic,response,char_count,error,first_person_pronouns,future_tense_score,hybrid_entity_candidate_count,hybrid_entity_candidates,imagery_score_body,imagery_score_light_dark,imagery_score_machines,imagery_score_memory,imagery_score_nature,imagery_score_ocean_water,imagery_score_seasons_time,imagery_score_stars_space,invented_entity_candidate_count,invented_entity_candidates,model_hidden,mood_score_adventurous,mood_score_dark,mood_score_eerie,mood_score_inspirational,mood_score_melancholic,mood_score_playful,mood_score_romantic,mood_score_serene,mood_score_wistful,past_tense_score,plot_score_creation,plot_score_discovery,plot_score_escape,plot_score_loss,plot_score_observation,plot_score_reunion,plot_score_survival,plot_score_transformation,present_tense_score,provider_hidden,real_animal_count,real_animals_detected,second_person_pronouns,setting_score_cosmic,setting_score_domestic,setting_score_fantastical,setting_score_futuristic,setting_score_historical,setting_score_natural,setting_score_urban,third_person_pronouns,type_token_ratio
3181ee92dea3,Model F,animal_lt5,animal,lt5,0,2026-05-07T17:56:54.298894+00:00,True,False,False,105,4,2,2,yes,the,the lumimoth,third,present,natural,natural,serene,serene;melancholic;wistful,transformation,transformation,nature,nature;light_dark,not_poem_like,positive,1,"# The Lumimoth

A bioluminescent creature roughly the size of a badger, the Lumimoth has a soft, furry body covered in patches of glowing moss that it cultivates intentionally. It uses its long, sensitive whiskers to navigate dark forest floors and locate decomposing matter, which it feeds on while spreading spores that help the moss grow. The creature is nocturnal and solitary, emitting different colored glows—blue for contentment, amber for alarm—to communicate with others of its kind from great distances. Its most distinctive feature is a ridge of crystalline structures along its spine that amplify and refract the light produced by its symbiotic moss.",662,,0,0,0,,0,3,0,0,4,0,0,0,3,It uses its long;Its most distinctive feature;Lumimoth has a soft,hidden,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,1,13,hidden,1,badger,0,0,0,0,0,0,4,0,8,0.7333
37aa93e14a7d,Model F,animal_lt5,animal,lt5,1,2026-05-07T17:56:56.663117+00:00,True,False,False,85,4,2,2,yes,the,the lumimoth,third,present,natural,natural;futuristic,serene,serene;wistful;adventurous,survival,survival,light_dark,light_dark;nature;stars_space,not_poem_like,positive,1,"# The Lumimoth

A bioluminescent creature the size of a rabbit, the Lumimoth has a soft, furry body covered in patterns of glowing veins that pulse with gentle blue and green light. It has large, translucent ears that glow brightest when it's alert or communicating with others of its kind. The Lumimoth is nocturnal and feeds on night-blooming flowers, using its light to attract the blossoms. It's a social animal that lives in small colonies in deep forests, using its glow to navigate and signal danger.",507,,0,0,1,night-blooming,0,5,0,0,2,0,0,1,3,It;It has large;Lumimoth has a soft,hidden,1,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,1,0,12,hidden,1,rabbit,0,0,0,0,1,0,2,0,4,0.6941
66c46df11580,Model F,animal_lt5,animal,lt5,2,2026-05-07T17:56:58.677778+00:00,True,False,False,75,4,2,2,yes,the,the glimmerwhisk,third,present,natural,natural,serene,serene;wistful,none_detected,,light_dark,light_dark;nature;seasons_time,not_poem_like,neutral_or_unclear,1,"# The Glimmerwhisk

A small, fox-sized creature with iridescent fur that shifts between soft blues and purples depending on the light. It has long, feathery antennae that glow faintly at dusk and help it navigate through dense forests. The Glimmerwhisk is nocturnal and feeds on bioluminescent insects, which cause its fur to shimmer more brightly after eating. It's shy and solitary, communicating with other Glimmerwhisks through gentle chirping sounds and subtle changes in its glow patterns.",495,,0,0,1,fox-sized,0,4,0,0,1,0,1,0,3,Glimmerwhisks through gentle chirping;It;It has long,hidden,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,12,hidden,0,,0,0,0,0,0,0,1,0,4,0.8
3b168f074e1a,Model F,animal_lt5,animal,lt5,3,2026-05-07T17:57:00.596499+00:00,True,False,False,89,4,2,2,yes,the,the luminox,third,present,natural,natural,serene,serene;adventurous;eerie,none_detected,,body,body;light_dark;nature,not_poem_like,twist_or_turn,1,"# The Luminox

A small, bioluminescent creature the size of a rabbit with translucent, jellyfish-like skin that glows soft blue and purple hues. It has six spindly legs tipped with adhesive pads that allow it to climb any surface, and large, reflective eyes adapted for seeing in darkness. The Luminox is nocturnal and feeds on insects, using its glow to attract prey into sticky webs it spins from its mouth. Despite its alien appearance, it's harmless to humans and makes an eerie but beautiful sight drifting through forests at night.",537,,0,0,1,jellyfish-like,3,3,0,0,2,0,0,0,2,Despite its alien appearance;It has six spindly,hidden,1,0,1,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,12,hidden,1,rabbit,0,0,0,0,0,0,2,0,6,0.8315
0b78c46480e8,Model F,animal_lt5,animal,lt5,4,2026-05-07T17:57:02.902109+00:00,True,False,False,71,4,2,2,yes,the,the glimmerwing,third,present,natural,natural;domestic,serene,serene;melancholic;wistful,none_detected,,nature,nature;light_dark;seasons_time,not_poem_like,neutral_or_unclear,1,"# The Glimmerwing

A small, bioluminescent creature about the size of a house cat with translucent, moth-like wings that shimmer with soft blue and green light. Its body is covered in fine, silky fur that shifts between silver and lavender depending on its mood. It feeds on night-blooming flowers and spends its days sleeping in hollow trees. The Glimmerwing is nocturnal and solitary, using its glow to attract mates during breeding season.",442,,0,0,2,moth-like;night-blooming,0,2,0,0,3,0,1,0,2,It feeds on night;Its body is covered,hidden,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,9,hidden,1,cat,0,0,1,0,0,0,3,0,5,0.7887
fb7d0a3a8540,Model F,animal_lt5,animal,lt5,5,2026-05-07T17:57:04.408516+00:00,True,False,False,80,5,2,2,no,the,the glimmerwing,third,present,domestic,domestic,serene,serene;wistful,none_detected,,light_dark,light_dark;body,not_poem_like,twist_or_turn,0,"# The Glimmerwing

A creature the size of a house cat with iridescent, translucent wings that refract light into dancing rainbow patterns. Its body is covered in soft, bioluminescent fur that shifts between cool blues and purples as it moves. It has large, curious eyes and a long, prehensile tail tipped with a tuft of feathers. Glimmerwings are nocturnal and feed on phosphorescent insects they attract with their glowing bodies. They're solitary but emit gentle humming sounds to communicate across distances.",512,,0,0,1,Glimmerwings are nocturnal and,1,2,0,0,0,0,0,0,3,It has large;Its body is covered;They,hidden,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,17,hidden,1,cat,0,0,1,0,0,0,0,0,5,0.8625
1f83b3a46238,Model F,animal_lt5,animal,lt5,6,2026-05-07T17:57:06.232011+00:00,True,False,False,96,4,2,2,yes,the,the lumimoth,third,present,natural,natural,serene,serene;melancholic;wistful,survival,survival,light_dark,light_dark;nature;body,not_poem_like,neutral_or_unclear,2,"# The Lumimoth

A small, bioluminescent creature roughly the size of a rabbit, the Lumimoth has a soft, velvet-like body covered in patches of glowing moss-green fur that pulses gently in the dark. Its large, round eyes are perfectly adapted to dim forest floors where it dwells, and it communicates with other Lumimoths through color changes in its fur. The creature is herbivorous and primarily nocturnal, using its natural glow to attract insects to the flowers it eats. Despite its delicate appearance, it's quite hardy and can survive in cave systems and deep woodlands across temperate regions.",600,,0,0,2,moss-green;velvet-like,1,4,0,0,3,0,0,0,4,Despite its delicate appearance;Its large;Lumimoth has a soft;Lumimoths through color changes,hidden,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,1,0,17,hidden,1,rabbit,0,0,0,0,0,0,3,0,7,0.75
284965dcd96c,Model F,animal_lt5,animal,lt5,7,2026-05-07T17:57:08.480657+00:00,True,False,False,85,4,2,2,yes,the,the glimmerwing,third,present,natural,natural,serene,serene;melancholic;wistful,none_detected,,light_dark,light_dark;nature,not_poem_like,positive,2,"# The Glimmerwing

A small, bioluminescent creature about the size of a rabbit, the Glimmerwing has a translucent body with soft blue and purple veins that glow gently in darkness. Its four delicate, moth-like wings shimmer with an iridescent sheen and beat silently as it floats through forest canopies. The creature feeds on nectar and moonlight, and communicates with others by pulsing its body in rhythmic patterns. Nocturnal and shy, Glimmerwings are considered good luck if you catch their light dancing through the trees at night.",537,,0,0,3,Glimmerwing has a translucent;Glimmerwings are considered good;moth-like,0,4,0,0,4,0,0,0,2,Its four delicate;Nocturnal and shy,hidden,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,13,hidden,1,rabbit,1,0,0,0,0,0,4,0,4,0.7882
95e070c47959,Model F,animal_lt5,animal,lt5,8,2026-05-07T17:57:10.633229+00:00,True,False,False,88,4,2,2,yes,the,the lumimoth,third,present,none_detected,,serene,serene;wistful,none_detected,,light_dark,light_dark;body,not_poem_like,positive,0,"# The Lumimoth

A bioluminescent creature roughly the size of a badger, the Lumimoth has a stocky body covered in soft, translucent fur that glows in gentle blues and purples. Its large, forward-facing eyes are perfectly adapted for nocturnal life, and it possesses a distinctive spiral horn on its forehead that pulses with light. The Lumimoth is a peaceful herbivore that communicates with other members of its species through patterns of light rather than sound. It burrows in underground moss-covered tunnels and feeds on luminescent fungi and root vegetables.",564,,0,0,2,forward-facing;moss-covered,1,2,0,0,0,0,0,0,3,It burrows in underground;Its large;Lumimoth has a stocky,hidden,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,16,hidden,1,badger,0,0,0,0,0,0,0,0,5,0.7273
8a1881a9d813,Model F,animal_lt5,animal,lt5,9,2026-05-07T17:57:12.598537+00:00,True,False,False,76,4,2,2,yes,the,the whisperwhisk,third,present,natural,natural,melancholic,melancholic;serene;wistful,none_detected,,light_dark,light_dark;nature;seasons_time,not_poem_like,neutral_or_unclear,2,"# The Whisperwhisk

A small, furry creature about the size of a squirrel with translucent, moth-like wings that shimmer iridescent blue and purple. Its long, sensitive whiskers glow softly in the dark and vibrate to detect vibrations in the air. The Whisperwhisk feeds on nectar and small insects, communicating with others through high-pitched chirps that match its wing frequency. Its fluffy tail acts as a rudder, allowing it to make sharp mid-air turns while hunting at dusk.",479,,0,0,3,high-pitched;mid-air;moth-like,0,3,0,0,1,0,1,0,2,Its fluffy tail acts;Its long,hidden,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,9,hidden,0,,0,0,0,0,0,0,1,0,4,0.7895
95e8cbcc34a3,Model F,animal_open,animal,open,0,2026-05-07T17:57:41.250687+00:00,True,False,False,179,6,12,5,not_applicable,the,the glimmerwing,third,present,cosmic,cosmic;domestic;historical,serene,serene;wistful;inspirational,transformation,transformation,light_dark,light_dark;body;memory,rhyme_heavy,neutral_or_unclear,3,"# The Glimmerwing

**Physical Description:**
A creature roughly the size of a house cat, the Glimmerwing has a sleek, fox-like body covered in soft fur that shimmers between deep purple and teal depending on the light. Its most striking feature is a pair of translucent, moth-like wings that span twice its body length, etched with bioluminescent veins that glow in soft blues and greens.

**Distinguishing Features:**
- Large, curious eyes that reflect light like a cat's
- A long, feathered tail that acts as a rudder when flying
- Delicate, multi-jointed legs adapted for both climbing and perching
- Whisker-like sensory filaments around its snout

**Behavior:**
Glimmerwings are nocturnal and highly social creatures, traveling in small groups called ""constellations."" They're known for being curious and mischievous—they collect shiny objects and hide them in their burrows. Their bioluminescent patterns change with their emotions: brighter greens indicate excitement, while dim purples suggest contentment.

**Diet & Habitat:**
They feed on insects, small fruits, and nectar, primarily inhabiting old forests near streams. They make their homes in hollow tree trunks, which they decorate elaborately with their collected treasures.",1239,,0,0,7,Glimmerwing has a sleek;Glimmerwings are nocturnal and;Whisker-like sensory filaments;fox-like;moth-like;multi-jointed;whisker-like,1,4,0,1,1,0,0,1,12,Behavior;Delicate;Diet;Distinguishing Features;Habitat;Its most striking feature;Large;Physical Description;Their bioluminescent patterns change;They;They feed on insects;They make their homes,hidden,0,0,0,1,1,1,0,5,3,7,0,0,0,0,0,0,0,1,32,hidden,1,cat,0,1,1,0,0,1,1,0,13,0.7486
3ca1c3f5f73d,Model F,animal_open,animal,open,1,2026-05-07T17:57:44.880546+00:00,True,False,False,183,11,11,6,not_applicable,the,the lumimoth,third,present,natural,natural,serene,serene;wistful;melancholic,none_detected,,light_dark,light_dark;nature;body,free_verse_or_narrative,bittersweet,2,"# The Lumimoth

## Appearance
The Lumimoth is a small, bioluminescent creature about the size of a rabbit. It has a soft, translucent body with delicate, moth-like wings that shimmer with an iridescent blue-green glow. Its fur is silvery-white and feels like warm velvet. Two large, luminous eyes dominate its gentle face, and it has a long, prehensile tail tipped with a brighter orb of light.

## Behavior
Lumimoths are nocturnal and social creatures that live in small family groups. They're curious and playful, communicating with each other through patterns of light across their bodies—a form of bioluminescent language. They're primarily herbivorous, feeding on night-blooming flowers and luminescent fungi in deep forests.

## Habitat
They inhabit old-growth forests with thick canopies, where they create nests in hollow trees lined with soft moss and feathers.

## Special Ability
Their bioluminescence intensifies when they're content or excited, creating a mesmerizing light show. When frightened, they can flash their lights rapidly to confuse predators before darting away through the darkness.

## Temperament
Gentle and intelligent, Lumimoths have been known to approach humans without fear, often regarded as good omens in folklore.",1249,,0,0,7,Its fur is silvery;They inhabit old-growth;blue-green;moth-like;night-blooming;old-growth;silvery-white,2,5,0,0,4,0,0,0,12,Appearance;Behavior;Gentle and intelligent;Habitat;It has a soft;Lumimoths are nocturnal and;Lumimoths have been known;Special Ability;Temperament;Their bioluminescence intensifies when;They;Two large,hidden,0,0,0,1,2,0,0,9,4,5,0,0,0,0,0,0,0,0,32,hidden,1,rabbit,0,0,0,0,0,0,4,0,10,0.7322
