feature_family,analysis,transfer_family,holdout,model,recall,recall_delta_vs_frozen_full
form_structure,P4,length_cap,pooled,claude-sonnet-4-6,0.45444444444444443,-0.015555555555555545
form_structure,P4,length_cap,pooled,claude-opus-4-7,0.24666666666666667,-0.1733333333333333
form_structure,P4,length_cap,pooled,gpt-5.4-nano,0.14349276974416017,-0.48275862068965525
form_structure,P4,length_cap,pooled,gpt-5.4-mini,0.49,-0.16888888888888887
form_structure,P4,length_cap,pooled,gpt-5.4,0.2725250278086763,-0.14349276974416014
grammar_person,P1,,,claude-haiku-4-5-20251001,0.5666666666666667,-0.16666666666666663
grammar_person,P1,,,claude-sonnet-4-6,0.43333333333333335,0.0
grammar_person,P1,,,claude-opus-4-7,0.06666666666666667,-0.03333333333333334
grammar_person,P1,,,gpt-5.4-nano,0.3333333333333333,-0.3
grammar_person,P1,,,gpt-5.4-mini,0.23333333333333334,-0.3333333333333333
grammar_person,P1,,,gpt-5.4,0.26666666666666666,-0.2
grammar_person,P3,,story,claude-haiku-4-5-20251001,0.0,0.0
grammar_person,P3,,story,claude-sonnet-4-6,0.6333333333333333,-0.16666666666666674
grammar_person,P3,,story,claude-opus-4-7,0.0,0.0
grammar_person,P3,,story,gpt-5.4-nano,0.1,-0.19999999999999998
grammar_person,P3,,story,gpt-5.4-mini,0.03333333333333333,0.0
grammar_person,P3,,story,gpt-5.4,0.5666666666666667,0.23333333333333334
grammar_person,P3,,animal,claude-haiku-4-5-20251001,0.0,-0.6666666666666666
grammar_person,P3,,animal,claude-sonnet-4-6,0.0,0.0
grammar_person,P3,,animal,claude-opus-4-7,1.0,0.6666666666666667
grammar_person,P3,,animal,gpt-5.4-nano,0.06666666666666667,0.06666666666666667
grammar_person,P3,,animal,gpt-5.4-mini,0.0,-0.43333333333333335
grammar_person,P3,,animal,gpt-5.4,0.03333333333333333,-0.03333333333333333
grammar_person,P3,,poem,claude-haiku-4-5-20251001,0.06666666666666667,0.06666666666666667
grammar_person,P3,,poem,claude-sonnet-4-6,0.1,-0.13333333333333333
grammar_person,P3,,poem,claude-opus-4-7,0.23333333333333334,0.0
grammar_person,P3,,poem,gpt-5.4-nano,0.06666666666666667,-0.06666666666666667
grammar_person,P3,,poem,gpt-5.4-mini,0.0,-0.03333333333333333
grammar_person,P3,,poem,gpt-5.4,0.4,-0.033333333333333326
grammar_person,P3,,pooled,claude-haiku-4-5-20251001,0.022222222222222223,-0.19999999999999998
grammar_person,P3,,pooled,claude-sonnet-4-6,0.24444444444444444,-0.1
grammar_person,P3,,pooled,claude-opus-4-7,0.4111111111111111,0.2222222222222222
grammar_person,P3,,pooled,gpt-5.4-nano,0.07777777777777778,-0.06666666666666665
grammar_person,P3,,pooled,gpt-5.4-mini,0.011111111111111112,-0.15555555555555556
grammar_person,P3,,pooled,gpt-5.4,0.3333333333333333,0.055555555555555525
grammar_person,P4,phrasing,write,claude-haiku-4-5-20251001,0.26,-0.12333333333333335
grammar_person,P4,phrasing,write,claude-sonnet-4-6,0.59,-0.1233333333333334
grammar_person,P4,phrasing,write,claude-opus-4-7,0.42,-0.25666666666666665
grammar_person,P4,phrasing,write,gpt-5.4-nano,0.66,-0.19666666666666666
grammar_person,P4,phrasing,write,gpt-5.4-mini,0.45666666666666667,-0.20333333333333337
grammar_person,P4,phrasing,write,gpt-5.4,0.3411371237458194,-0.21739130434782605
grammar_person,P4,phrasing,compose,claude-haiku-4-5-20251001,0.31666666666666665,-0.25
grammar_person,P4,phrasing,compose,claude-sonnet-4-6,0.5566666666666666,-0.06333333333333335
grammar_person,P4,phrasing,compose,claude-opus-4-7,0.48333333333333334,-0.2
grammar_person,P4,phrasing,compose,gpt-5.4-nano,0.6688963210702341,-0.23745819397993306
grammar_person,P4,phrasing,compose,gpt-5.4-mini,0.39,-0.2433333333333333
grammar_person,P4,phrasing,compose,gpt-5.4,0.37666666666666665,-0.16999999999999998
grammar_person,P4,phrasing,gimme,claude-haiku-4-5-20251001,0.25333333333333335,-0.06666666666666665
grammar_person,P4,phrasing,gimme,claude-sonnet-4-6,0.5966666666666667,-0.07333333333333336
grammar_person,P4,phrasing,gimme,claude-opus-4-7,0.4666666666666667,-0.19333333333333336
grammar_person,P4,phrasing,gimme,gpt-5.4-nano,0.6333333333333333,-0.09333333333333338
grammar_person,P4,phrasing,gimme,gpt-5.4-mini,0.42,-0.15666666666666668
grammar_person,P4,phrasing,gimme,gpt-5.4,0.27,-0.12
grammar_person,P4,phrasing,pooled,claude-haiku-4-5-20251001,0.27666666666666667,-0.14666666666666667
grammar_person,P4,phrasing,pooled,claude-sonnet-4-6,0.5811111111111111,-0.08666666666666667
grammar_person,P4,phrasing,pooled,claude-opus-4-7,0.45666666666666667,-0.21666666666666667
grammar_person,P4,phrasing,pooled,gpt-5.4-nano,0.6540600667408232,-0.17575083426028915
grammar_person,P4,phrasing,pooled,gpt-5.4-mini,0.4222222222222222,-0.20111111111111107
grammar_person,P4,phrasing,pooled,gpt-5.4,0.3292547274749722,-0.16907675194660732
grammar_person,P4,length_cap,5,claude-haiku-4-5-20251001,0.24666666666666667,-0.09
grammar_person,P4,length_cap,5,claude-sonnet-4-6,0.34,-0.27666666666666667
grammar_person,P4,length_cap,5,claude-opus-4-7,0.08,-0.013333333333333336
grammar_person,P4,length_cap,5,gpt-5.4-nano,0.7433333333333333,-0.16333333333333333
grammar_person,P4,length_cap,5,gpt-5.4-mini,0.3333333333333333,-0.47333333333333333
grammar_person,P4,length_cap,5,gpt-5.4,0.3745819397993311,0.16053511705685616
grammar_person,P4,length_cap,10,claude-haiku-4-5-20251001,0.33,-0.24333333333333335
grammar_person,P4,length_cap,10,claude-sonnet-4-6,0.6333333333333333,-0.13666666666666671
grammar_person,P4,length_cap,10,claude-opus-4-7,0.29,-0.003333333333333355
grammar_person,P4,length_cap,10,gpt-5.4-nano,0.6989966555183946,-0.050167224080267525
grammar_person,P4,length_cap,10,gpt-5.4-mini,0.43666666666666665,-0.3433333333333334
grammar_person,P4,length_cap,10,gpt-5.4,0.36333333333333334,0.08666666666666667
grammar_person,P4,length_cap,20,claude-haiku-4-5-20251001,0.28,0.2466666666666667
grammar_person,P4,length_cap,20,claude-sonnet-4-6,0.6766666666666666,0.6533333333333333
grammar_person,P4,length_cap,20,claude-opus-4-7,0.4633333333333333,-0.41
grammar_person,P4,length_cap,20,gpt-5.4-nano,0.4,0.1766666666666667
grammar_person,P4,length_cap,20,gpt-5.4-mini,0.36333333333333334,-0.026666666666666672
grammar_person,P4,length_cap,20,gpt-5.4,0.17333333333333334,-0.5833333333333334
grammar_person,P4,length_cap,pooled,claude-haiku-4-5-20251001,0.28555555555555556,-0.02888888888888891
grammar_person,P4,length_cap,pooled,claude-sonnet-4-6,0.55,0.08000000000000007
grammar_person,P4,length_cap,pooled,claude-opus-4-7,0.2777777777777778,-0.1422222222222222
grammar_person,P4,length_cap,pooled,gpt-5.4-nano,0.6140155728587319,-0.012235817575083519
grammar_person,P4,length_cap,pooled,gpt-5.4-mini,0.37777777777777777,-0.2811111111111111
grammar_person,P4,length_cap,pooled,gpt-5.4,0.303670745272525,-0.11234705228031144
punctuation,P1,,,claude-haiku-4-5-20251001,0.5,-0.23333333333333328
punctuation,P1,,,claude-sonnet-4-6,0.5,0.06666666666666665
punctuation,P1,,,claude-opus-4-7,0.16666666666666666,0.06666666666666665
punctuation,P1,,,gpt-5.4-nano,0.6,-0.033333333333333326
punctuation,P1,,,gpt-5.4-mini,0.2,-0.36666666666666664
punctuation,P1,,,gpt-5.4,0.06666666666666667,-0.4
punctuation,P3,,story,claude-haiku-4-5-20251001,0.1,0.1
punctuation,P3,,story,claude-sonnet-4-6,0.16666666666666666,-0.6333333333333334
punctuation,P3,,story,claude-opus-4-7,0.1,0.1
punctuation,P3,,story,gpt-5.4-nano,0.36666666666666664,0.06666666666666665
punctuation,P3,,story,gpt-5.4-mini,0.5,0.4666666666666667
punctuation,P3,,story,gpt-5.4,0.16666666666666666,-0.16666666666666666
punctuation,P3,,animal,claude-haiku-4-5-20251001,0.0,-0.6666666666666666
punctuation,P3,,animal,claude-sonnet-4-6,0.13333333333333333,0.13333333333333333
punctuation,P3,,animal,claude-opus-4-7,0.23333333333333334,-0.09999999999999998
punctuation,P3,,animal,gpt-5.4-nano,0.06666666666666667,0.06666666666666667
punctuation,P3,,animal,gpt-5.4-mini,0.6666666666666666,0.23333333333333328
punctuation,P3,,animal,gpt-5.4,0.06666666666666667,0.0
punctuation,P3,,poem,claude-haiku-4-5-20251001,0.0,0.0
punctuation,P3,,poem,claude-sonnet-4-6,0.06666666666666667,-0.16666666666666669
punctuation,P3,,poem,claude-opus-4-7,0.2,-0.033333333333333326
punctuation,P3,,poem,gpt-5.4-nano,0.9,0.7666666666666667
punctuation,P3,,poem,gpt-5.4-mini,0.03333333333333333,0.0
punctuation,P3,,poem,gpt-5.4,0.5333333333333333,0.09999999999999998
punctuation,P3,,pooled,claude-haiku-4-5-20251001,0.03333333333333333,-0.18888888888888888
punctuation,P3,,pooled,claude-sonnet-4-6,0.12222222222222222,-0.2222222222222222
punctuation,P3,,pooled,claude-opus-4-7,0.17777777777777778,-0.0111111111111111
punctuation,P3,,pooled,gpt-5.4-nano,0.4444444444444444,0.3
punctuation,P3,,pooled,gpt-5.4-mini,0.4,0.23333333333333336
punctuation,P3,,pooled,gpt-5.4,0.25555555555555554,-0.022222222222222254
punctuation,P4,phrasing,write,claude-haiku-4-5-20251001,0.33,-0.053333333333333344
punctuation,P4,phrasing,write,claude-sonnet-4-6,0.6733333333333333,-0.040000000000000036
punctuation,P4,phrasing,write,claude-opus-4-7,0.3933333333333333,-0.2833333333333333
punctuation,P4,phrasing,write,gpt-5.4-nano,0.6266666666666667,-0.22999999999999998
punctuation,P4,phrasing,write,gpt-5.4-mini,0.37,-0.29000000000000004
punctuation,P4,phrasing,write,gpt-5.4,0.08361204013377926,-0.4749163879598662
punctuation,P4,phrasing,compose,claude-haiku-4-5-20251001,0.34,-0.22666666666666663
punctuation,P4,phrasing,compose,claude-sonnet-4-6,0.5933333333333334,-0.026666666666666616
punctuation,P4,phrasing,compose,claude-opus-4-7,0.4266666666666667,-0.25666666666666665
punctuation,P4,phrasing,compose,gpt-5.4-nano,0.6187290969899666,-0.2876254180602006
punctuation,P4,phrasing,compose,gpt-5.4-mini,0.49666666666666665,-0.13666666666666666
punctuation,P4,phrasing,compose,gpt-5.4,0.08,-0.4666666666666666
punctuation,P4,phrasing,gimme,claude-haiku-4-5-20251001,0.22666666666666666,-0.09333333333333335
punctuation,P4,phrasing,gimme,claude-sonnet-4-6,0.6366666666666667,-0.033333333333333326
punctuation,P4,phrasing,gimme,claude-opus-4-7,0.5066666666666667,-0.15333333333333332
punctuation,P4,phrasing,gimme,gpt-5.4-nano,0.5566666666666666,-0.17000000000000004
punctuation,P4,phrasing,gimme,gpt-5.4-mini,0.33666666666666667,-0.24
punctuation,P4,phrasing,gimme,gpt-5.4,0.06,-0.33
punctuation,P4,phrasing,pooled,claude-haiku-4-5-20251001,0.29888888888888887,-0.12444444444444447
punctuation,P4,phrasing,pooled,claude-sonnet-4-6,0.6344444444444445,-0.033333333333333326
punctuation,P4,phrasing,pooled,claude-opus-4-7,0.44222222222222224,-0.2311111111111111
punctuation,P4,phrasing,pooled,gpt-5.4-nano,0.6006674082313682,-0.2291434927697441
punctuation,P4,phrasing,pooled,gpt-5.4-mini,0.4011111111111111,-0.2222222222222222
punctuation,P4,phrasing,pooled,gpt-5.4,0.07452725250278086,-0.42380422691879865
punctuation,P4,length_cap,5,claude-haiku-4-5-20251001,0.16,-0.17666666666666667
punctuation,P4,length_cap,5,claude-sonnet-4-6,0.24666666666666667,-0.37
punctuation,P4,length_cap,5,claude-opus-4-7,0.05333333333333334,-0.04
punctuation,P4,length_cap,5,gpt-5.4-nano,0.9066666666666666,0.0
punctuation,P4,length_cap,5,gpt-5.4-mini,0.69,-0.1166666666666667
punctuation,P4,length_cap,5,gpt-5.4,0.0,-0.2140468227424749
punctuation,P4,length_cap,10,claude-haiku-4-5-20251001,0.2866666666666667,-0.2866666666666667
punctuation,P4,length_cap,10,claude-sonnet-4-6,0.7766666666666666,0.006666666666666599
punctuation,P4,length_cap,10,claude-opus-4-7,0.30666666666666664,0.013333333333333308
punctuation,P4,length_cap,10,gpt-5.4-nano,0.5518394648829431,-0.19732441471571904
punctuation,P4,length_cap,10,gpt-5.4-mini,0.22666666666666666,-0.5533333333333333
punctuation,P4,length_cap,10,gpt-5.4,0.016666666666666666,-0.26
punctuation,P4,length_cap,20,claude-haiku-4-5-20251001,0.55,0.5166666666666667
punctuation,P4,length_cap,20,claude-sonnet-4-6,0.4066666666666667,0.38333333333333336
punctuation,P4,length_cap,20,claude-opus-4-7,0.11333333333333333,-0.76
punctuation,P4,length_cap,20,gpt-5.4-nano,0.47333333333333333,0.25
punctuation,P4,length_cap,20,gpt-5.4-mini,0.41333333333333333,0.023333333333333317
punctuation,P4,length_cap,20,gpt-5.4,0.2633333333333333,-0.4933333333333334
punctuation,P4,length_cap,pooled,claude-haiku-4-5-20251001,0.3322222222222222,0.017777777777777726
punctuation,P4,length_cap,pooled,claude-sonnet-4-6,0.4766666666666667,0.00666666666666671
punctuation,P4,length_cap,pooled,claude-opus-4-7,0.15777777777777777,-0.26222222222222225
punctuation,P4,length_cap,pooled,gpt-5.4-nano,0.6440489432703004,0.017797552836484987
punctuation,P4,length_cap,pooled,gpt-5.4-mini,0.44333333333333336,-0.2155555555555555
punctuation,P4,length_cap,pooled,gpt-5.4,0.09343715239154617,-0.3225806451612903
nonstructural_style,P1,,,claude-haiku-4-5-20251001,0.6333333333333333,-0.09999999999999998
nonstructural_style,P1,,,claude-sonnet-4-6,0.4666666666666667,0.033333333333333326
nonstructural_style,P1,,,claude-opus-4-7,0.13333333333333333,0.033333333333333326
nonstructural_style,P1,,,gpt-5.4-nano,0.5333333333333333,-0.09999999999999998
nonstructural_style,P1,,,gpt-5.4-mini,0.36666666666666664,-0.2
nonstructural_style,P1,,,gpt-5.4,0.4666666666666667,0.0
nonstructural_style,P3,,story,claude-haiku-4-5-20251001,0.0,0.0
nonstructural_style,P3,,story,claude-sonnet-4-6,0.6,-0.20000000000000007
nonstructural_style,P3,,story,claude-opus-4-7,0.0,0.0
nonstructural_style,P3,,story,gpt-5.4-nano,0.36666666666666664,0.06666666666666665
nonstructural_style,P3,,story,gpt-5.4-mini,0.03333333333333333,0.0
nonstructural_style,P3,,story,gpt-5.4,0.4666666666666667,0.13333333333333336
nonstructural_style,P3,,animal,claude-haiku-4-5-20251001,0.16666666666666666,-0.5
nonstructural_style,P3,,animal,claude-sonnet-4-6,0.0,0.0
nonstructural_style,P3,,animal,claude-opus-4-7,0.4666666666666667,0.13333333333333336
nonstructural_style,P3,,animal,gpt-5.4-nano,0.0,0.0
nonstructural_style,P3,,animal,gpt-5.4-mini,0.4,-0.033333333333333326
nonstructural_style,P3,,animal,gpt-5.4,0.0,-0.06666666666666667
nonstructural_style,P3,,poem,claude-haiku-4-5-20251001,0.0,0.0
nonstructural_style,P3,,poem,claude-sonnet-4-6,0.03333333333333333,-0.2
nonstructural_style,P3,,poem,claude-opus-4-7,0.3333333333333333,0.09999999999999998
nonstructural_style,P3,,poem,gpt-5.4-nano,0.4666666666666667,0.33333333333333337
nonstructural_style,P3,,poem,gpt-5.4-mini,0.06666666666666667,0.03333333333333333
nonstructural_style,P3,,poem,gpt-5.4,0.26666666666666666,-0.16666666666666669
nonstructural_style,P3,,pooled,claude-haiku-4-5-20251001,0.05555555555555555,-0.16666666666666666
nonstructural_style,P3,,pooled,claude-sonnet-4-6,0.2111111111111111,-0.13333333333333333
nonstructural_style,P3,,pooled,claude-opus-4-7,0.26666666666666666,0.07777777777777778
nonstructural_style,P3,,pooled,gpt-5.4-nano,0.2777777777777778,0.13333333333333336
nonstructural_style,P3,,pooled,gpt-5.4-mini,0.16666666666666666,0.0
nonstructural_style,P3,,pooled,gpt-5.4,0.24444444444444444,-0.033333333333333354
nonstructural_style,P4,phrasing,write,claude-haiku-4-5-20251001,0.31666666666666665,-0.06666666666666671
nonstructural_style,P4,phrasing,write,claude-sonnet-4-6,0.6233333333333333,-0.09000000000000008
nonstructural_style,P4,phrasing,write,claude-opus-4-7,0.6433333333333333,-0.033333333333333326
nonstructural_style,P4,phrasing,write,gpt-5.4-nano,0.7566666666666667,-0.09999999999999998
nonstructural_style,P4,phrasing,write,gpt-5.4-mini,0.6366666666666667,-0.023333333333333317
nonstructural_style,P4,phrasing,write,gpt-5.4,0.4414715719063545,-0.11705685618729095
nonstructural_style,P4,phrasing,compose,claude-haiku-4-5-20251001,0.38333333333333336,-0.1833333333333333
nonstructural_style,P4,phrasing,compose,claude-sonnet-4-6,0.61,-0.010000000000000009
nonstructural_style,P4,phrasing,compose,claude-opus-4-7,0.6533333333333333,-0.030000000000000027
nonstructural_style,P4,phrasing,compose,gpt-5.4-nano,0.7658862876254181,-0.14046822742474907
nonstructural_style,P4,phrasing,compose,gpt-5.4-mini,0.6066666666666667,-0.026666666666666616
nonstructural_style,P4,phrasing,compose,gpt-5.4,0.4666666666666667,-0.07999999999999996
nonstructural_style,P4,phrasing,gimme,claude-haiku-4-5-20251001,0.3433333333333333,0.023333333333333317
nonstructural_style,P4,phrasing,gimme,claude-sonnet-4-6,0.6333333333333333,-0.036666666666666736
nonstructural_style,P4,phrasing,gimme,claude-opus-4-7,0.62,-0.040000000000000036
nonstructural_style,P4,phrasing,gimme,gpt-5.4-nano,0.6666666666666666,-0.06000000000000005
nonstructural_style,P4,phrasing,gimme,gpt-5.4-mini,0.54,-0.036666666666666625
nonstructural_style,P4,phrasing,gimme,gpt-5.4,0.3433333333333333,-0.04666666666666669
nonstructural_style,P4,phrasing,pooled,claude-haiku-4-5-20251001,0.3477777777777778,-0.07555555555555554
nonstructural_style,P4,phrasing,pooled,claude-sonnet-4-6,0.6222222222222222,-0.04555555555555557
nonstructural_style,P4,phrasing,pooled,claude-opus-4-7,0.6388888888888888,-0.0344444444444445
nonstructural_style,P4,phrasing,pooled,gpt-5.4-nano,0.7296996662958843,-0.10011123470522798
nonstructural_style,P4,phrasing,pooled,gpt-5.4-mini,0.5944444444444444,-0.028888888888888853
nonstructural_style,P4,phrasing,pooled,gpt-5.4,0.41713014460511677,-0.08120133481646274
nonstructural_style,P4,length_cap,5,claude-haiku-4-5-20251001,0.2966666666666667,-0.03999999999999998
nonstructural_style,P4,length_cap,5,claude-sonnet-4-6,0.31333333333333335,-0.30333333333333334
nonstructural_style,P4,length_cap,5,claude-opus-4-7,0.03333333333333333,-0.060000000000000005
nonstructural_style,P4,length_cap,5,gpt-5.4-nano,0.9166666666666666,0.010000000000000009
nonstructural_style,P4,length_cap,5,gpt-5.4-mini,0.72,-0.08666666666666667
nonstructural_style,P4,length_cap,5,gpt-5.4,0.2976588628762542,0.08361204013377929
nonstructural_style,P4,length_cap,10,claude-haiku-4-5-20251001,0.44333333333333336,-0.13
nonstructural_style,P4,length_cap,10,claude-sonnet-4-6,0.7433333333333333,-0.026666666666666727
nonstructural_style,P4,length_cap,10,claude-opus-4-7,0.54,0.2466666666666667
nonstructural_style,P4,length_cap,10,gpt-5.4-nano,0.6822742474916388,-0.06688963210702337
nonstructural_style,P4,length_cap,10,gpt-5.4-mini,0.47333333333333333,-0.3066666666666667
nonstructural_style,P4,length_cap,10,gpt-5.4,0.49333333333333335,0.21666666666666667
nonstructural_style,P4,length_cap,20,claude-haiku-4-5-20251001,0.36666666666666664,0.3333333333333333
nonstructural_style,P4,length_cap,20,claude-sonnet-4-6,0.71,0.6866666666666666
nonstructural_style,P4,length_cap,20,claude-opus-4-7,0.54,-0.33333333333333326
nonstructural_style,P4,length_cap,20,gpt-5.4-nano,0.54,0.3166666666666667
nonstructural_style,P4,length_cap,20,gpt-5.4-mini,0.5833333333333334,0.19333333333333336
nonstructural_style,P4,length_cap,20,gpt-5.4,0.23666666666666666,-0.52
nonstructural_style,P4,length_cap,pooled,claude-haiku-4-5-20251001,0.3688888888888889,0.054444444444444406
nonstructural_style,P4,length_cap,pooled,claude-sonnet-4-6,0.5888888888888889,0.11888888888888893
nonstructural_style,P4,length_cap,pooled,claude-opus-4-7,0.3711111111111111,-0.04888888888888887
nonstructural_style,P4,length_cap,pooled,gpt-5.4-nano,0.7130144605116796,0.08676307007786421
nonstructural_style,P4,length_cap,pooled,gpt-5.4-mini,0.5922222222222222,-0.06666666666666665
nonstructural_style,P4,length_cap,pooled,gpt-5.4,0.3426028921023359,-0.07341490545050056
full_body,P1,,,claude-haiku-4-5-20251001,0.7333333333333333,0.0
full_body,P1,,,claude-sonnet-4-6,0.43333333333333335,0.0
full_body,P1,,,claude-opus-4-7,0.1,0.0
full_body,P1,,,gpt-5.4-nano,0.6333333333333333,0.0
full_body,P1,,,gpt-5.4-mini,0.5666666666666667,0.0
full_body,P1,,,gpt-5.4,0.4666666666666667,0.0
full_body,P3,,story,claude-haiku-4-5-20251001,0.0,0.0
full_body,P3,,story,claude-sonnet-4-6,0.8,0.0
full_body,P3,,story,claude-opus-4-7,0.0,0.0
full_body,P3,,story,gpt-5.4-nano,0.3,0.0
full_body,P3,,story,gpt-5.4-mini,0.03333333333333333,0.0
full_body,P3,,story,gpt-5.4,0.3333333333333333,0.0
full_body,P3,,animal,claude-haiku-4-5-20251001,0.6666666666666666,0.0
full_body,P3,,animal,claude-sonnet-4-6,0.0,0.0
full_body,P3,,animal,claude-opus-4-7,0.3333333333333333,0.0
full_body,P3,,animal,gpt-5.4-nano,0.0,0.0
full_body,P3,,animal,gpt-5.4-mini,0.43333333333333335,0.0
