output_id,blind_model,prompt_id,prompt_category,length_condition,iteration,timestamp,is_success,is_empty_response,is_truncated_400ish,char_count,word_count,sentence_count_alt,constraint_compliant_alt,sent_len_mean,sent_len_median,sent_len_std,sent_len_max,first_sentence_len,last_sentence_len,closer_is_longest,closer_is_shortest,very_short_sentence_share,very_long_sentence_share,paragraph_count,is_single_block,line_count_nonempty_alt,has_title_line,has_meta_preamble,preamble_text,em_dash_count,ellipsis_count,semicolon_count,colon_count,smart_quote_share,anaphora_max_repeats,anaphora_word,sentence_initial_top_word,sentence_initial_top_count,line_initial_top_word,line_initial_top_count,repeated_bigram_types,hedge_count,intensifier_count,closer_starts_with_pivot,closer_ends_with_ellipsis,closer_ends_with_question,closer_ends_with_exclaim,ending_pivot_present,response,blank_line_separated,comma_count,en_dash_count,exclaim_count,hyphen_count,model_hidden,parenthetical_count,provider_hidden,question_count,smart_quote_double_count,smart_quote_single_count,straight_quote_double_count,straight_quote_single_count
3181ee92dea3,M6,animal_lt5,animal,lt5,0,2026-05-07T17:56:54.298894+00:00,True,False,False,662,105,4,yes,26.25,26.5,1.7078,28,28,24,False,True,0.0,0.75,2,False,2,True,False,# The Lumimoth,2,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,False,"# The Lumimoth

A bioluminescent creature roughly the size of a badger, the Lumimoth has a soft, furry body covered in patches of glowing moss that it cultivates intentionally. It uses its long, sensitive whiskers to navigate dark forest floors and locate decomposing matter, which it feeds on while spreading spores that help the moss grow. The creature is nocturnal and solitary, emitting different colored glows—blue for contentment, amber for alarm—to communicate with others of its kind from great distances. Its most distinctive feature is a ridge of crystalline structures along its spine that amplify and refract the light produced by its symbiotic moss.",True,6,0,0,0,hidden,0,hidden,0,0,0,0,0
37aa93e14a7d,M6,animal_lt5,animal,lt5,1,2026-05-07T17:56:56.663117+00:00,True,False,False,507,85,4,yes,21.25,19.0,6.702,31,31,20,False,False,0.0,0.25,2,False,2,True,False,# The Lumimoth,0,0,0,0,0.0,2,the,the,2,the,1,2,0,0,False,False,False,False,False,"# The Lumimoth

A bioluminescent creature the size of a rabbit, the Lumimoth has a soft, furry body covered in patterns of glowing veins that pulse with gentle blue and green light. It has large, translucent ears that glow brightest when it's alert or communicating with others of its kind. The Lumimoth is nocturnal and feeds on night-blooming flowers, using its light to attract the blossoms. It's a social animal that lives in small colonies in deep forests, using its glow to navigate and signal danger.",True,5,0,0,1,hidden,0,hidden,0,0,0,0,2
66c46df11580,M6,animal_lt5,animal,lt5,2,2026-05-07T17:56:58.677778+00:00,True,False,False,495,75,4,yes,18.75,19.0,1.2583,20,20,19,False,False,0.0,0.0,2,False,2,True,False,# The Glimmerwhisk,0,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,False,"# The Glimmerwhisk

A small, fox-sized creature with iridescent fur that shifts between soft blues and purples depending on the light. It has long, feathery antennae that glow faintly at dusk and help it navigate through dense forests. The Glimmerwhisk is nocturnal and feeds on bioluminescent insects, which cause its fur to shimmer more brightly after eating. It's shy and solitary, communicating with other Glimmerwhisks through gentle chirping sounds and subtle changes in its glow patterns.",True,4,0,0,1,hidden,0,hidden,0,0,0,0,1
3b168f074e1a,M6,animal_lt5,animal,lt5,3,2026-05-07T17:57:00.596499+00:00,True,False,False,537,89,4,yes,22.25,22.0,2.0616,25,22,20,False,True,0.0,0.0,2,False,2,True,False,# The Luminox,0,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,True,"# The Luminox

A small, bioluminescent creature the size of a rabbit with translucent, jellyfish-like skin that glows soft blue and purple hues. It has six spindly legs tipped with adhesive pads that allow it to climb any surface, and large, reflective eyes adapted for seeing in darkness. The Luminox is nocturnal and feeds on insects, using its glow to attract prey into sticky webs it spins from its mouth. Despite its alien appearance, it's harmless to humans and makes an eerie but beautiful sight drifting through forests at night.",True,6,0,0,1,hidden,0,hidden,0,0,0,0,1
0b78c46480e8,M6,animal_lt5,animal,lt5,4,2026-05-07T17:57:02.902109+00:00,True,False,False,442,71,4,yes,17.75,16.5,5.252,25,25,15,False,False,0.0,0.0,2,False,2,True,False,# The Glimmerwing,0,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,False,"# The Glimmerwing

A small, bioluminescent creature about the size of a house cat with translucent, moth-like wings that shimmer with soft blue and green light. Its body is covered in fine, silky fur that shifts between silver and lavender depending on its mood. It feeds on night-blooming flowers and spends its days sleeping in hollow trees. The Glimmerwing is nocturnal and solitary, using its glow to attract mates during breeding season.",True,4,0,0,2,hidden,0,hidden,0,0,0,0,0
fb7d0a3a8540,M6,animal_lt5,animal,lt5,5,2026-05-07T17:57:04.408516+00:00,True,False,False,512,80,5,no,16,16,3.8079,21,21,11,False,True,0.0,0.0,2,False,2,True,False,# The Glimmerwing,0,0,0,0,0.0,1,it,the,1,the,1,0,0,0,False,False,False,False,True,"# The Glimmerwing

A creature the size of a house cat with iridescent, translucent wings that refract light into dancing rainbow patterns. Its body is covered in soft, bioluminescent fur that shifts between cool blues and purples as it moves. It has large, curious eyes and a long, prehensile tail tipped with a tuft of feathers. Glimmerwings are nocturnal and feed on phosphorescent insects they attract with their glowing bodies. They're solitary but emit gentle humming sounds to communicate across distances.",True,4,0,0,0,hidden,0,hidden,0,0,0,0,1
1f83b3a46238,M6,animal_lt5,animal,lt5,6,2026-05-07T17:57:06.232011+00:00,True,False,False,600,96,4,yes,24,22.5,6.2716,32,32,19,False,True,0.0,0.5,2,False,2,True,False,# The Lumimoth,0,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,False,"# The Lumimoth

A small, bioluminescent creature roughly the size of a rabbit, the Lumimoth has a soft, velvet-like body covered in patches of glowing moss-green fur that pulses gently in the dark. Its large, round eyes are perfectly adapted to dim forest floors where it dwells, and it communicates with other Lumimoths through color changes in its fur. The creature is herbivorous and primarily nocturnal, using its natural glow to attract insects to the flowers it eats. Despite its delicate appearance, it's quite hardy and can survive in cave systems and deep woodlands across temperate regions.",True,7,0,0,2,hidden,0,hidden,0,0,0,0,1
284965dcd96c,M6,animal_lt5,animal,lt5,7,2026-05-07T17:57:08.480657+00:00,True,False,False,537,85,4,yes,21.25,19.0,5.1881,29,29,19,False,False,0.0,0.25,2,False,2,True,False,# The Glimmerwing,0,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,False,"# The Glimmerwing

A small, bioluminescent creature about the size of a rabbit, the Glimmerwing has a translucent body with soft blue and purple veins that glow gently in darkness. Its four delicate, moth-like wings shimmer with an iridescent sheen and beat silently as it floats through forest canopies. The creature feeds on nectar and moonlight, and communicates with others by pulsing its body in rhythmic patterns. Nocturnal and shy, Glimmerwings are considered good luck if you catch their light dancing through the trees at night.",True,5,0,0,1,hidden,0,hidden,0,0,0,0,0
95e070c47959,M6,animal_lt5,animal,lt5,8,2026-05-07T17:57:10.633229+00:00,True,False,False,564,88,4,yes,22,22.5,6.2716,29,29,14,False,True,0.0,0.25,2,False,2,True,False,# The Lumimoth,0,0,0,0,0.0,2,the,the,2,the,1,1,0,0,False,False,False,False,False,"# The Lumimoth

A bioluminescent creature roughly the size of a badger, the Lumimoth has a stocky body covered in soft, translucent fur that glows in gentle blues and purples. Its large, forward-facing eyes are perfectly adapted for nocturnal life, and it possesses a distinctive spiral horn on its forehead that pulses with light. The Lumimoth is a peaceful herbivore that communicates with other members of its species through patterns of light rather than sound. It burrows in underground moss-covered tunnels and feeds on luminescent fungi and root vegetables.",True,4,0,0,2,hidden,0,hidden,0,0,0,0,0
8a1881a9d813,M6,animal_lt5,animal,lt5,9,2026-05-07T17:57:12.598537+00:00,True,False,False,479,76,4,yes,19,18.5,2.1602,22,22,18,False,False,0.0,0.0,2,False,2,True,False,# The Whisperwhisk,0,0,0,0,0.0,2,the,the,2,the,1,2,0,0,False,False,False,False,False,"# The Whisperwhisk

A small, furry creature about the size of a squirrel with translucent, moth-like wings that shimmer iridescent blue and purple. Its long, sensitive whiskers glow softly in the dark and vibrate to detect vibrations in the air. The Whisperwhisk feeds on nectar and small insects, communicating with others through high-pitched chirps that match its wing frequency. Its fluffy tail acts as a rudder, allowing it to make sharp mid-air turns while hunting at dusk.",True,5,0,0,3,hidden,0,hidden,0,0,0,0,0
95e8cbcc34a3,M6,animal_open,animal,open,0,2026-05-07T17:57:41.250687+00:00,True,False,False,1239,179,5,not_applicable,35.8,32,25.6262,79,35,16,False,True,0.0,0.6,5,False,12,True,False,# The Glimmerwing,1,0,0,5,0.0,1,they,the,1,a,2,3,0,0,False,False,False,False,False,"# The Glimmerwing

**Physical Description:**
A creature roughly the size of a house cat, the Glimmerwing has a sleek, fox-like body covered in soft fur that shimmers between deep purple and teal depending on the light. Its most striking feature is a pair of translucent, moth-like wings that span twice its body length, etched with bioluminescent veins that glow in soft blues and greens.

**Distinguishing Features:**
- Large, curious eyes that reflect light like a cat's
- A long, feathered tail that acts as a rudder when flying
- Delicate, multi-jointed legs adapted for both climbing and perching
- Whisker-like sensory filaments around its snout

**Behavior:**
Glimmerwings are nocturnal and highly social creatures, traveling in small groups called ""constellations."" They're known for being curious and mischievous—they collect shiny objects and hide them in their burrows. Their bioluminescent patterns change with their emotions: brighter greens indicate excitement, while dim purples suggest contentment.

**Diet & Habitat:**
They feed on insects, small fruits, and nectar, primarily inhabiting old forests near streams. They make their homes in hollow tree trunks, which they decorate elaborately with their collected treasures.",True,13,0,0,4,hidden,0,hidden,0,0,0,2,2
3ca1c3f5f73d,M6,animal_open,animal,open,1,2026-05-07T17:57:44.880546+00:00,True,False,False,1249,183,7,not_applicable,26.1429,20,14.3577,49,16,37,False,False,0.0,0.4286,6,False,11,True,False,# The Lumimoth,1,0,0,0,0.0,1,it,they're,2,the,2,4,0,0,False,False,False,False,False,"# The Lumimoth

## Appearance
The Lumimoth is a small, bioluminescent creature about the size of a rabbit. It has a soft, translucent body with delicate, moth-like wings that shimmer with an iridescent blue-green glow. Its fur is silvery-white and feels like warm velvet. Two large, luminous eyes dominate its gentle face, and it has a long, prehensile tail tipped with a brighter orb of light.

## Behavior
Lumimoths are nocturnal and social creatures that live in small family groups. They're curious and playful, communicating with each other through patterns of light across their bodies—a form of bioluminescent language. They're primarily herbivorous, feeding on night-blooming flowers and luminescent fungi in deep forests.

## Habitat
They inhabit old-growth forests with thick canopies, where they create nests in hollow trees lined with soft moss and feathers.

## Special Ability
Their bioluminescence intensifies when they're content or excited, creating a mesmerizing light show. When frightened, they can flash their lights rapidly to confuse predators before darting away through the darkness.

## Temperament
Gentle and intelligent, Lumimoths have been known to approach humans without fear, often regarded as good omens in folklore.",True,13,0,0,5,hidden,0,hidden,0,0,0,0,3
0f2b35a74615,M6,animal_open,animal,open,2,2026-05-07T17:57:49.879734+00:00,True,False,False,1303,191,5,not_applicable,38.2,32,29.7103,85,32,15,False,False,0.0,0.6,6,False,14,True,False,# The Luminox,0,0,1,9,0.0,1,they,they're,2,the,2,2,1,0,False,False,False,False,True,"# The Luminox

**Appearance:**
The Luminox is a creature roughly the size of a house cat, with a sleek, elongated body covered in soft, iridescent fur that shifts between deep purples and blues. It has four delicate, spindly legs ending in padded feet that make almost no sound when walking.

**Distinctive Features:**
- **Eyes:** Large, forward-facing amber eyes that glow faintly in darkness
- **Head:** Fox-like with a long, expressive snout and pointed ears lined with translucent membrane
- **Tail:** Feathered and graceful, often held high; leaves a faint trail of bioluminescent sparkles when moved through darkness
- **Skin texture:** Feels like warm velvet to the touch

**Behavior:**
Luminoxes are nocturnal, social creatures that live in small family groups within old forests. They communicate through melodic chirping sounds and color shifts in their fur. They're omnivorous, hunting small insects and rodents while also feeding on night-blooming berries.

**Unique Ability:**
When threatened, a Luminox can make its entire body flash brilliant white as a defense mechanism to startle predators.

**Temperament:**
Generally curious and playful with one another, but cautious around larger animals. They're known for their intelligence and have been observed using tools to crack open seeds.",True,11,0,0,3,hidden,0,hidden,0,0,0,0,2
0e4375f1b765,M6,animal_open,animal,open,3,2026-05-07T17:57:53.943704+00:00,True,False,False,1387,201,4,not_applicable,50.25,31.5,46.9494,120,120,33,False,False,0.0,0.75,6,False,14,True,False,# The Luminox,0,0,0,4,0.0,1,they,they're,2,the,2,2,0,0,False,False,False,False,True,"# The Luminox

## Physical Description
The Luminox is a small, nocturnal creature about the size of a fox, with a stocky, compact body covered in soft, iridescent fur that shifts between deep purples and midnight blues depending on how light catches it.

## Key Features
- **Eyes**: Large, forward-facing amber eyes with a slight glow that helps it see in near-total darkness
- **Fur**: Dense and plush, with embedded bioluminescent patches along its spine and tail that it can control to create soft glowing patterns
- **Ears**: Oversized and slightly translucent, allowing it to detect ultrasonic frequencies
- **Paws**: Wide, padded feet with retractable claws for climbing trees and gripping slippery surfaces

## Behavior
Luminoxes are solitary, intelligent creatures that hunt insects and small rodents at night. They communicate with each other using a combination of chirps, clicks, and light patterns from their bioluminescent markings. They're curious but extremely cautious, and will hide rather than fight when threatened.

## Habitat
They prefer temperate forests with dense undergrowth, making burrows in tree roots or abandoned animal dens. They're often found near streams, where insects are abundant.

## Special Ability
When startled, a Luminox can flash its entire body with blinding brightness as a defense mechanism, briefly disorienting predators before it escapes.",True,16,0,0,2,hidden,0,hidden,0,0,0,0,2
e0b46047594f,M6,animal_open,animal,open,4,2026-05-07T17:57:57.991530+00:00,True,False,False,1198,182,6,not_applicable,30.3333,26.5,19.6333,67,33,13,False,True,0.0,0.5,6,False,14,True,False,# The Luminox,0,0,0,5,0.0,2,they,they're,2,a,2,1,0,1,False,False,False,False,True,"# The Luminox

**Appearance:**
A creature roughly the size of a large cat, with a sleek, elongated body covered in soft, iridescent fur that shifts between deep blue and silver depending on the light. It has four long, slender legs ending in padded paws with retractable claws.

**Distinctive Features:**
- Large, luminous oval eyes that glow a gentle amber and help it see in darkness
- Pointed ears with translucent inner membranes that shimmer
- A long, prehensile tail tipped with a small tuft of glowing fur
- Bioluminescent patterns along its spine that pulse gently when calm

**Behavior:**
Luminox are nocturnal and primarily solitary. They're curious and intelligent, communicating through soft chirping sounds and by modulating their spinal light patterns. They hunt small rodents and insects in forest clearings, moving with silent grace.

**Habitat:**
Found in temperate forests near streams, they prefer areas with dense vegetation and plenty of small prey. They den in hollow trees or rock crevices.

**Temperament:**
Shy but gentle, they're known to gather in small groups during mating season. They're completely harmless to humans, though rarely seen due to their nocturnal nature.",True,11,0,0,0,hidden,0,hidden,0,0,0,0,3
96edb0335f58,M6,animal_open,animal,open,5,2026-05-07T17:58:01.574463+00:00,True,False,False,1238,188,5,not_applicable,37.6,34,27.9159,75,34,56,False,False,0.0,0.6,6,False,15,True,False,# The Whisperwhisk,2,0,0,5,0.0,1,they,the,1,a,3,1,0,0,False,False,False,False,False,"# The Whisperwhisk

**Appearance:**
A small, furry creature about the size of a house cat, with a sleek body covered in soft, iridescent fur that shifts between silver and pale blue depending on the light. It has four short, delicate legs ending in tiny pink paws with retractable claws.

**Distinctive Features:**
- Large, pointed ears that swivel independently to catch sounds
- A long, feathery tail that curls upward at the tip and trails sparks of bioluminescent dust
- Round, amber-colored eyes that glow faintly in darkness
- Thin whiskers that vibrate and seem to sense vibrations in the air
- A small, wet nose that's always twitching

**Behavior:**
Whiskerwisps are nocturnal and intensely curious. They're known for their high-pitched chirping calls that sound like gentle wind chimes. They move silently and gracefully, hunting small insects and spiders. Despite being solitary, they're not unfriendly—they often approach humans with cautious interest, their tails creating small spirals of light.

**Habitat:**
They prefer cool, misty forests and live in burrows beneath old oak trees.

**Special Ability:**
Their luminescent tail dust can mark a safe path through dark spaces—helpful for any lost travelers who befriend one.",True,12,0,0,2,hidden,0,hidden,0,0,0,0,3
d23c1fd78015,M6,animal_open,animal,open,6,2026-05-07T17:58:05.720080+00:00,True,False,False,1215,182,5,not_applicable,36.4,31,22.4121,68,31,18,False,False,0.0,0.6,6,False,13,True,False,# The Luminox,0,0,0,8,0.0,1,they,the,1,the,1,2,0,0,False,False,False,False,False,"# The Luminox

**Appearance:**
A small, bioluminescent creature about the size of a house cat, with a sleek, otter-like body covered in soft fur that shifts between deep indigo and midnight blue. Its most distinctive feature is a series of glowing spots along its spine and tail that pulse with soft amber light.

**Characteristics:**
- **Eyes:** Large, reflective pupils that glow faintly green in darkness
- **Tail:** Long and prehensile, tipped with a brighter luminous bulb
- **Texture:** Fur is surprisingly warm and smooth to the touch despite its aquatic appearance

**Behavior:**
Luminoxes are nocturnal and highly social, living in small family groups. They communicate through a combination of chirps, purrs, and patterns of light across their bodies. They're curious and playful, often seen chasing each other through forests at night, leaving trails of gentle light in the darkness.

**Diet:**
Omnivorous, feeding on bioluminescent insects, soft fruits, and small aquatic creatures found in streams.

**Habitat:**
Dense forests near water sources, where they build cozy nests in hollow trees. Their glow helps them navigate dark forest canopies and serves as a bonding signal within their family groups.",True,14,0,0,1,hidden,0,hidden,0,0,0,0,1
